Match_id,balls_per_over,team,team.1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire.1,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,outcome,method,date.1,eliminator,player_of_match.1
1144483,6,England,South Africa,male,2019,2019/05/30,World Cup,1.0,Kennington Oval,London,South Africa,field,BA Stokes,BNJ Oxenford,HDPK Dharmasena,JS Wilson,PR Reiffel,DC Boon,England,104.0,,,,,,
1144484,6,Pakistan,West Indies,male,2019,2019/05/31,World Cup,2.0,Trent Bridge,Nottingham,West Indies,field,O Thomas,CB Gaffaney,M Erasmus,RSA Palliyaguruge,S Ravi,JJ Crowe,West Indies,,7.0,,,,,
1144485,6,New Zealand,Sri Lanka,male,2019,2019/06/01,World Cup,3.0,Sophia Gardens,Cardiff,New Zealand,field,MJ Henry,RJ Tucker,IJ Gould,P Wilson,NJ Llong,AJ Pycroft,New Zealand,,10.0,,,,,
1144487,6,Bangladesh,South Africa,male,2019,2019/06/02,World Cup,5.0,Kennington Oval,London,South Africa,field,Shakib Al Hasan,JS Wilson,PR Reiffel,BNJ Oxenford,HDPK Dharmasena,DC Boon,Bangladesh,21.0,,,,,,
1144488,6,England,Pakistan,male,2019,2019/06/03,World Cup,6.0,Trent Bridge,Nottingham,England,field,Mohammad Hafeez,M Erasmus,S Ravi,CB Gaffaney,RSA Palliyaguruge,JJ Crowe,Pakistan,14.0,,,,,,
1144490,6,India,South Africa,male,2019,2019/06/05,World Cup,8.0,The Rose Bowl,Southampton,South Africa,bat,RG Sharma,RA Kettleborough,MA Gough,Aleem Dar,RK Illingworth,RS Madugalle,India,,6.0,,,,,
1144491,6,Bangladesh,New Zealand,male,2019,2019/06/05,World Cup,9.0,Kennington Oval,London,New Zealand,field,LRPL Taylor,BNJ Oxenford,PR Reiffel,HDPK Dharmasena,JS Wilson,DC Boon,New Zealand,,2.0,,,,,
1144492,6,Australia,West Indies,male,2019,2019/06/06,World Cup,10.0,Trent Bridge,Nottingham,West Indies,field,NM Coulter-Nile,CB Gaffaney,RSA Palliyaguruge,S Ravi,M Erasmus,JJ Crowe,Australia,15.0,,,,,,
1144494,6,England,Bangladesh,male,2019,2019/06/08,World Cup,12.0,Sophia Gardens,Cardiff,Bangladesh,field,JJ Roy,JS Wilson,HDPK Dharmasena,PR Reiffel,BNJ Oxenford,DC Boon,England,106.0,,,,,,
1144496,6,Australia,India,male,2019,2019/06/09,World Cup,14.0,Kennington Oval,London,India,bat,S Dhawan,IJ Gould,CB Gaffaney,RSA Palliyaguruge,NJ Llong,AJ Pycroft,India,36.0,,,,,,
1144497,6,South Africa,West Indies,male,2019,2019/06/10,World Cup,15.0,The Rose Bowl,Southampton,West Indies,field,,P Wilson,RJ Tucker,HDPK Dharmasena,S Ravi,DC Boon,,,,no result,,,,
1144499,6,Australia,Pakistan,male,2019,2019/06/12,World Cup,17.0,The Cooper Associates County Ground,Taunton,Pakistan,field,DA Warner,NJ Llong,RSA Palliyaguruge,CB Gaffaney,IJ Gould,AJ Pycroft,Australia,41.0,,,,,,
1144501,6,England,West Indies,male,2019,2019/06/14,World Cup,19.0,The Rose Bowl,Southampton,England,field,JE Root,HDPK Dharmasena,S Ravi,P Wilson,RJ Tucker,DC Boon,England,,8.0,,,,,
1144502,6,Australia,Sri Lanka,male,2019,2019/06/15,World Cup,20.0,Kennington Oval,London,Sri Lanka,field,AJ Finch,Aleem Dar,RK Illingworth,RA Kettleborough,MA Gough,JJ Crowe,Australia,87.0,,,,,,
1144504,6,India,Pakistan,male,2019,2019/06/16,World Cup,22.0,Old Trafford,Manchester,Pakistan,field,RG Sharma,BNJ Oxenford,M Erasmus,PR Reiffel,JS Wilson,RS Madugalle,India,89.0,,,D/L,,,
1144505,6,Bangladesh,West Indies,male,2019,2019/06/17,World Cup,23.0,The Cooper Associates County Ground,Taunton,Bangladesh,field,Shakib Al Hasan,RJ Tucker,S Ravi,HDPK Dharmasena,P Wilson,DC Boon,Bangladesh,,7.0,,,,,
1144507,6,New Zealand,South Africa,male,2019,2019/06/19,World Cup,25.0,Edgbaston,Birmingham,New Zealand,field,KS Williamson,IJ Gould,NJ Llong,RSA Palliyaguruge,RJ Tucker,RB Richardson,New Zealand,,4.0,,,,,
1144508,6,Australia,Bangladesh,male,2019,2019/06/20,World Cup,26.0,Trent Bridge,Nottingham,Australia,bat,DA Warner,RA Kettleborough,MA Gough,Aleem Dar,RK Illingworth,JJ Crowe,Australia,48.0,,,,,,
1144509,6,England,Sri Lanka,male,2019,2019/06/21,World Cup,27.0,Headingley,Leeds,Sri Lanka,bat,SL Malinga,P Wilson,M Erasmus,PR Reiffel,BNJ Oxenford,RB Richardson,Sri Lanka,20.0,,,,,,
1144511,6,New Zealand,West Indies,male,2019,2019/06/22,World Cup,29.0,Old Trafford,Manchester,West Indies,field,KS Williamson,IJ Gould,RSA Palliyaguruge,RJ Tucker,NJ Llong,DC Boon,New Zealand,5.0,,,,,,
1144512,6,Pakistan,South Africa,male,2019,2019/06/23,World Cup,30.0,Lord's,London,Pakistan,bat,Haris Sohail,JS Wilson,HDPK Dharmasena,S Ravi,CB Gaffaney,RS Madugalle,Pakistan,49.0,,,,,,
1144514,6,England,Australia,male,2019,2019/06/25,World Cup,32.0,Lord's,London,England,field,AJ Finch,CB Gaffaney,S Ravi,JS Wilson,HDPK Dharmasena,RS Madugalle,Australia,64.0,,,,,,
1144515,6,New Zealand,Pakistan,male,2019,2019/06/26,World Cup,33.0,Edgbaston,Birmingham,New Zealand,bat,Babar Azam,BNJ Oxenford,PR Reiffel,M Erasmus,P Wilson,RB Richardson,Pakistan,,6.0,,,,,
1144516,6,India,West Indies,male,2019,2019/06/27,World Cup,34.0,Old Trafford,Manchester,India,bat,V Kohli,RA Kettleborough,RK Illingworth,Aleem Dar,MA Gough,BC Broad,India,125.0,,,,,,
1144517,6,South Africa,Sri Lanka,male,2019,2019/06/28,World Cup,35.0,Riverside Ground,Chester-le-Street,South Africa,field,D Pretorius,RJ Tucker,S Ravi,PR Reiffel,BNJ Oxenford,DC Boon,South Africa,,9.0,,,,,
1144519,6,Australia,New Zealand,male,2019,2019/06/29,World Cup,37.0,Lord's,London,Australia,bat,AT Carey,JS Wilson,RK Illingworth,MA Gough,RA Kettleborough,RB Richardson,Australia,86.0,,,,,,
1144520,6,England,India,male,2019,2019/06/30,World Cup,38.0,Edgbaston,Birmingham,England,bat,JM Bairstow,Aleem Dar,HDPK Dharmasena,M Erasmus,RSA Palliyaguruge,RS Madugalle,England,31.0,,,,,,
1144521,6,Sri Lanka,West Indies,male,2019,2019/07/01,World Cup,39.0,Riverside Ground,Chester-le-Street,West Indies,field,WIA Fernando,BNJ Oxenford,PR Reiffel,RJ Tucker,S Ravi,DC Boon,Sri Lanka,23.0,,,,,,
1144522,6,Bangladesh,India,male,2019,2019/07/02,World Cup,40.0,Edgbaston,Birmingham,India,bat,RG Sharma,M Erasmus,RSA Palliyaguruge,HDPK Dharmasena,Aleem Dar,RS Madugalle,India,28.0,,,,,,
1144523,6,England,New Zealand,male,2019,2019/07/03,World Cup,41.0,Riverside Ground,Chester-le-Street,England,bat,JM Bairstow,RJ Tucker,S Ravi,BNJ Oxenford,PR Reiffel,DC Boon,England,119.0,,,,,,
1144525,6,Bangladesh,Pakistan,male,2019,2019/07/05,World Cup,43.0,Lord's,London,Pakistan,bat,Shaheen Shah Afridi,RA Kettleborough,MA Gough,JS Wilson,RK Illingworth,RB Richardson,Pakistan,94.0,,,,,,
1144526,6,India,Sri Lanka,male,2019,2019/07/06,World Cup,44.0,Headingley,Leeds,Sri Lanka,bat,RG Sharma,P Wilson,IJ Gould,NJ Llong,CB Gaffaney,BC Broad,India,,7.0,,,,,
1144527,6,Australia,South Africa,male,2019,2019/07/06,World Cup,45.0,Old Trafford,Manchester,South Africa,bat,F du Plessis,Aleem Dar,HDPK Dharmasena,RSA Palliyaguruge,S Ravi,RS Madugalle,South Africa,10.0,,,,,,
1144528,6,India,New Zealand,male,2019,2019/07/09,World Cup,,Old Trafford,Manchester,New Zealand,bat,MJ Henry,RA Kettleborough,RK Illingworth,NJ Llong,RJ Tucker,DC Boon,New Zealand,18.0,,,,2019/07/10,,
1144529,6,Australia,England,male,2019,2019/07/11,World Cup,,Edgbaston,Birmingham,Australia,bat,CR Woakes,HDPK Dharmasena,M Erasmus,Aleem Dar,CB Gaffaney,RS Madugalle,England,,8.0,,,,,
1144530,6,England,New Zealand,male,2019,2019/07/14,World Cup,,Lord's,London,New Zealand,bat,BA Stokes,HDPK Dharmasena,M Erasmus,Aleem Dar,RJ Tucker,RS Madugalle,,,,tie,,,England,
1384392,6,England,New Zealand,male,2023/24,2023/10/05,ICC Cricket World Cup,1.0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,New Zealand,field,R Ravindra,HDPK Dharmasena,Nitin Menon,Sharfuddoula,P Wilson,J Srinath,New Zealand,,9.0,,,,,
1384393,6,Pakistan,Netherlands,male,2023/24,2023/10/06,ICC Cricket World Cup,2.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Netherlands,field,Saud Shakeel,AT Holdstock,CM Brown,PR Reiffel,RJ Tucker,JJ Crowe,Pakistan,81.0,,,,,,
1384395,6,South Africa,Sri Lanka,male,2023/24,2023/10/07,ICC Cricket World Cup,4.0,"Arun Jaitley Stadium, Delhi",Delhi,Sri Lanka,field,AK Markram,RK Illingworth,Sharfuddoula,AG Wharf,MA Gough,J Srinath,South Africa,102.0,,,,,,
1384396,6,Australia,India,male,2023/24,2023/10/08,ICC Cricket World Cup,5.0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Australia,bat,KL Rahul,CB Gaffaney,RA Kettleborough,AT Holdstock,CM Brown,RB Richardson,India,,6.0,,,,,
1384397,6,New Zealand,Netherlands,male,2023/24,2023/10/09,ICC Cricket World Cup,6.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Netherlands,field,MJ Santner,PR Reiffel,RJ Tucker,Nitin Menon,JS Wilson,AJ Pycroft,New Zealand,99.0,,,,,,
1384398,6,England,Bangladesh,male,2023/24,2023/10/10,ICC Cricket World Cup,7.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Bangladesh,field,DJ Malan,Ahsan Raza,P Wilson,HDPK Dharmasena,AT Holdstock,J Srinath,England,137.0,,,,,,
1384399,6,Sri Lanka,Pakistan,male,2023/24,2023/10/10,ICC Cricket World Cup,8.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Sri Lanka,bat,Mohammad Rizwan,AG Wharf,CB Gaffaney,RJ Tucker,Nitin Menon,AJ Pycroft,Pakistan,,6.0,,,,,
1384401,6,South Africa,Australia,male,2023/24,2023/10/12,ICC Cricket World Cup,10.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Australia,field,Q de Kock,JS Wilson,RK Illingworth,CM Brown,RA Kettleborough,J Srinath,South Africa,134.0,,,,,,
1384402,6,Bangladesh,New Zealand,male,2023/24,2023/10/13,ICC Cricket World Cup,11.0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,New Zealand,field,LH Ferguson,HDPK Dharmasena,Nitin Menon,AG Wharf,MA Gough,RB Richardson,New Zealand,,8.0,,,,,
1384403,6,Pakistan,India,male,2023/24,2023/10/14,ICC Cricket World Cup,12.0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,field,JJ Bumrah,M Erasmus,RK Illingworth,CB Gaffaney,RA Kettleborough,AJ Pycroft,India,,7.0,,,,,
1384405,6,Sri Lanka,Australia,male,2023/24,2023/10/16,ICC Cricket World Cup,14.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Sri Lanka,bat,A Zampa,CB Gaffaney,JS Wilson,,CM Brown,RB Richardson,Australia,,5.0,,,,,
1384406,6,Netherlands,South Africa,male,2023/24,2023/10/17,ICC Cricket World Cup,15.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,South Africa,field,SA Edwards,MA Gough,RA Kettleborough,Ahsan Raza,Sharfuddoula,JJ Crowe,Netherlands,38.0,,,,,,
1384408,6,Bangladesh,India,male,2023/24,2023/10/19,ICC Cricket World Cup,17.0,"Maharashtra Cricket Association Stadium, Pune",Pune,Bangladesh,bat,V Kohli,AT Holdstock,RA Kettleborough,M Erasmus,HDPK Dharmasena,AJ Pycroft,India,,7.0,,,,,
1384409,6,Australia,Pakistan,male,2023/24,2023/10/20,ICC Cricket World Cup,18.0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Pakistan,field,DA Warner,CM Brown,RK Illingworth,J Madanagopal,MA Gough,RB Richardson,Australia,62.0,,,,,,
1384410,6,Netherlands,Sri Lanka,male,2023/24,2023/10/21,ICC Cricket World Cup,19.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Netherlands,bat,S Samarawickrama,Ahsan Raza,M Erasmus,CB Gaffaney,RJ Tucker,JJ Crowe,Sri Lanka,,5.0,,,,,
1384411,6,South Africa,England,male,2023/24,2023/10/21,ICC Cricket World Cup,20.0,"Wankhede Stadium, Mumbai",Mumbai,England,field,H Klaasen,HDPK Dharmasena,Nitin Menon,JS Wilson,PR Reiffel,J Srinath,South Africa,229.0,,,,,,
1384412,6,New Zealand,India,male,2023/24,2023/10/22,ICC Cricket World Cup,21.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,India,field,Mohammed Shami,AT Holdstock,MA Gough,Praveen Sen,P Wilson,AJ Pycroft,India,,4.0,,,,,
1384414,6,South Africa,Bangladesh,male,2023/24,2023/10/24,ICC Cricket World Cup,23.0,"Wankhede Stadium, Mumbai",Mumbai,South Africa,bat,Q de Kock,Ahsan Raza,JS Wilson,KN Ananthapadmanabhan,P Wilson,JJ Crowe,South Africa,149.0,,,,,,
1384415,6,Australia,Netherlands,male,2023/24,2023/10/25,ICC Cricket World Cup,24.0,"Arun Jaitley Stadium, Delhi",Delhi,Australia,bat,GJ Maxwell,MA Gough,Sharfuddoula,Nitin Menon,M Erasmus,AJ Pycroft,Australia,309.0,,,,,,
1384416,6,England,Sri Lanka,male,2023/24,2023/10/26,ICC Cricket World Cup,25.0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,England,bat,CBRLS Kumara,AT Holdstock,CM Brown,RJ Tucker,Ahsan Raza,J Srinath,Sri Lanka,,8.0,,,,,
1384417,6,Pakistan,South Africa,male,2023/24,2023/10/27,ICC Cricket World Cup,26.0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Pakistan,bat,T Shamsi,AG Wharf,PR Reiffel,RA Kettleborough,RK Illingworth,RB Richardson,South Africa,,1.0,,,,,
1384418,6,Australia,New Zealand,male,2023/24,2023/10/28,ICC Cricket World Cup,27.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,New Zealand,field,TM Head,M Erasmus,Sharfuddoula,MA Gough,Nitin Menon,AJ Pycroft,Australia,5.0,,,,,,
1384419,6,Netherlands,Bangladesh,male,2023/24,2023/10/28,ICC Cricket World Cup,28.0,"Eden Gardens, Kolkata",Kolkata,Netherlands,bat,PA van Meekeren,JS Wilson,P Wilson,CB Gaffaney,HDPK Dharmasena,JJ Crowe,Netherlands,87.0,,,,,,
1384420,6,India,England,male,2023/24,2023/10/29,ICC Cricket World Cup,29.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,England,field,RG Sharma,AT Holdstock,RJ Tucker,CM Brown,Ahsan Raza,RB Richardson,India,100.0,,,,,,
1384422,6,Bangladesh,Pakistan,male,2023/24,2023/10/31,ICC Cricket World Cup,31.0,"Eden Gardens, Kolkata",Kolkata,Bangladesh,bat,Fakhar Zaman,Nitin Menon,RA Kettleborough,PR Reiffel,AT Holdstock,AJ Pycroft,Pakistan,,7.0,,,,,
1384423,6,South Africa,New Zealand,male,2023/24,2023/11/01,ICC Cricket World Cup,32.0,"Maharashtra Cricket Association Stadium, Pune",Pune,New Zealand,field,HE van der Dussen,Ahsan Raza,HDPK Dharmasena,P Wilson,Sharfuddoula,RB Richardson,South Africa,190.0,,,,,,
1384424,6,India,Sri Lanka,male,2023/24,2023/11/02,ICC Cricket World Cup,33.0,"Wankhede Stadium, Mumbai",Mumbai,Sri Lanka,field,Mohammed Shami,CM Brown,PR Reiffel,RK Illingworth,RJ Tucker,JJ Crowe,India,302.0,,,,,,
1384426,6,New Zealand,Pakistan,male,2023/24,2023/11/04,ICC Cricket World Cup,35.0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Pakistan,field,Fakhar Zaman,P Wilson,RA Kettleborough,JS Wilson,RK Illingworth,RB Richardson,Pakistan,21.0,,,D/L,,,
1384427,6,Australia,England,male,2023/24,2023/11/04,ICC Cricket World Cup,36.0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,England,field,A Zampa,CB Gaffaney,M Erasmus,Ahsan Raza,AT Holdstock,JJ Crowe,Australia,33.0,,,,,,
1384428,6,India,South Africa,male,2023/24,2023/11/05,ICC Cricket World Cup,37.0,"Eden Gardens, Kolkata",Kolkata,India,bat,V Kohli,HDPK Dharmasena,PR Reiffel,AG Wharf,CM Brown,AJ Pycroft,India,243.0,,,,,,
1384429,6,Sri Lanka,Bangladesh,male,2023/24,2023/11/06,ICC Cricket World Cup,38.0,"Arun Jaitley Stadium, Delhi",Delhi,Bangladesh,field,Shakib Al Hasan,M Erasmus,RK Illingworth,AT Holdstock,Nitin Menon,RB Richardson,Bangladesh,,3.0,,,,,
1384431,6,England,Netherlands,male,2023/24,2023/11/08,ICC Cricket World Cup,40.0,"Maharashtra Cricket Association Stadium, Pune",Pune,England,bat,BA Stokes,Ahsan Raza,RJ Tucker,P Wilson,M Erasmus,AJ Pycroft,England,160.0,,,,,,
1384432,6,Sri Lanka,New Zealand,male,2023/24,2023/11/09,ICC Cricket World Cup,41.0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,New Zealand,field,TA Boult,AT Holdstock,JS Wilson,PR Reiffel,RA Kettleborough,J Srinath,New Zealand,,5.0,,,,,
1384434,6,Bangladesh,Australia,male,2023/24,2023/11/11,ICC Cricket World Cup,43.0,"Maharashtra Cricket Association Stadium, Pune",Pune,Australia,field,MR Marsh,Ahsan Raza,M Erasmus,RA Kettleborough,RK Illingworth,AJ Pycroft,Australia,,8.0,,,,,
1384435,6,England,Pakistan,male,2023/24,2023/11/11,ICC Cricket World Cup,44.0,"Eden Gardens, Kolkata",Kolkata,England,bat,DJ Willey,P Wilson,RJ Tucker,PR Reiffel,Sharfuddoula,J Srinath,England,93.0,,,,,,
1384436,6,India,Netherlands,male,2023/24,2023/11/12,ICC Cricket World Cup,45.0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India,bat,SS Iyer,CB Gaffaney,MA Gough,CM Brown,JS Wilson,RB Richardson,India,160.0,,,,,,
1384437,6,India,New Zealand,male,2023/24,2023/11/15,ICC Cricket World Cup,,"Wankhede Stadium, Mumbai",Mumbai,India,bat,Mohammed Shami,RK Illingworth,RJ Tucker,AT Holdstock,JS Wilson,AJ Pycroft,India,70.0,,,,,,
1384438,6,South Africa,Australia,male,2023/24,2023/11/16,ICC Cricket World Cup,,"Eden Gardens, Kolkata",Kolkata,South Africa,bat,TM Head,Nitin Menon,RA Kettleborough,MA Gough,CB Gaffaney,J Srinath,Australia,,3.0,,,,,
1384439,6,India,Australia,male,2023/24,2023/11/19,ICC Cricket World Cup,,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Australia,field,TM Head,RK Illingworth,RA Kettleborough,CB Gaffaney,JS Wilson,AJ Pycroft,Australia,,6.0,,,,,
247457,6,West Indies,Pakistan,male,2006/07,2007/03/13,ICC World Cup,1.0,"Sabina Park, Kingston",Jamaica,Pakistan,field,DR Smith,BF Bowden,SJA Taufel,IJ Gould,BG Jerling,BC Broad,West Indies,54.0,,,,,,
247458,6,Australia,Scotland,male,2006/07,2007/03/14,ICC World Cup,2.0,"Warner Park, Basseterre",St Kitts,Scotland,field,RT Ponting,SA Bucknor,EAR de Silva,MR Benson,AL Hill,J Srinath,Australia,203.0,,,,,,
247460,6,Bermuda,Sri Lanka,male,2006/07,2007/03/15,ICC World Cup,4.0,"Queen's Park Oval, Port of Spain",Trinidad,Sri Lanka,bat,DPMD Jayawardene,DJ Harper,IL Howell,SJ Davis,Aleem Dar,JJ Crowe,Sri Lanka,243.0,,,,,,
247461,6,Ireland,Zimbabwe,male,2006/07,2007/03/15,ICC World Cup,5.0,"Sabina Park, Kingston",Jamaica,Zimbabwe,field,JP Bray,IJ Gould,BG Jerling,SJA Taufel,BF Bowden,RS Mahanama,,,,tie,,,,
247462,6,Netherlands,South Africa,male,2006/07,2007/03/16,ICC World Cup,7.0,"Warner Park, Basseterre",St Kitts,Netherlands,field,HH Gibbs,MR Benson,AL Hill,EAR de Silva,SA Bucknor,RS Madugalle,South Africa,221.0,,,,,,
247463,6,England,New Zealand,male,2006/07,2007/03/16,ICC World Cup,6.0,"Beausejour Stadium, Gros Islet",St Lucia,New Zealand,field,SB Styris,Asad Rauf,RE Koertzen,BR Doctrove,PD Parker,MJ Procter,New Zealand,,6.0,,,,,
247464,6,Bangladesh,India,male,2006/07,2007/03/17,ICC World Cup,8.0,"Queen's Park Oval, Port of Spain",Trinidad,India,bat,Mashrafe Mortaza,Aleem Dar,SJ Davis,DJ Harper,IL Howell,AG Hurst,Bangladesh,,5.0,,,,,
247465,6,Ireland,Pakistan,male,2006/07,2007/03/17,ICC World Cup,9.0,"Sabina Park, Kingston",Jamaica,Ireland,field,NJ O'Brien,BF Bowden,BG Jerling,IJ Gould,SJA Taufel,BC Broad,Ireland,,3.0,,D/L,,,
247466,6,Australia,Netherlands,male,2006/07,2007/03/18,ICC World Cup,10.0,"Warner Park, Basseterre",St Kitts,Australia,bat,BJ Hodge,SA Bucknor,AL Hill,MR Benson,EAR de Silva,J Srinath,Australia,229.0,,,,,,
247467,6,Canada,England,male,2006/07,2007/03/18,ICC World Cup,11.0,"Beausejour Stadium, Gros Islet",St Lucia,Canada,field,PD Collingwood,BR Doctrove,PD Parker,RE Koertzen,Asad Rauf,JJ Crowe,England,51.0,,,,,,
247468,6,Bermuda,India,male,2006/07,2007/03/19,ICC World Cup,12.0,"Queen's Park Oval, Port of Spain",Trinidad,Bermuda,field,V Sehwag,Aleem Dar,IL Howell,SJ Davis,DJ Harper,AG Hurst,India,257.0,,,,,,
